pollster,numeric_grade,pollscore,state,end_date,candidate_name,sample_size,pct
Fabrizio/Impact,1.7,-0.3,Arizona,6/4/24,Joe Biden,600,44
Fabrizio/Impact,1.7,-0.3,Arizona,6/4/24,Donald Trump,600,50
Mitchell,2.4,-0.2,Michigan,6/3/24,Joe Biden,710,47.6
Mitchell,2.4,-0.2,Michigan,6/3/24,Donald Trump,710,48.2
Mitchell,2.4,-0.2,Michigan,6/3/24,Joe Biden,710,45.1
Mitchell,2.4,-0.2,Michigan,6/3/24,Donald Trump,710,46.3
Mitchell,2.4,-0.2,Michigan,6/3/24,Robert F. Kennedy,710,3.3
Mitchell,2.4,-0.2,Michigan,6/3/24,Jill Stein,710,0.5
Mitchell,2.4,-0.2,Michigan,6/3/24,Cornel West,710,1.1
Beacon/Shaw,2.8,-1.1,Virginia,6/3/24,Joe Biden,1107,48
Beacon/Shaw,2.8,-1.1,Virginia,6/3/24,Donald Trump,1107,48
Beacon/Shaw,2.8,-1.1,Virginia,6/3/24,Joe Biden,1107,42
Beacon/Shaw,2.8,-1.1,Virginia,6/3/24,Donald Trump,1107,41
Beacon/Shaw,2.8,-1.1,Virginia,6/3/24,Robert F. Kennedy,1107,9
Beacon/Shaw,2.8,-1.1,Virginia,6/3/24,Cornel West,1107,2
Beacon/Shaw,2.8,-1.1,Virginia,6/3/24,Jill Stein,1107,2
Beacon/Shaw,2.8,-1.1,Florida,6/3/24,Joe Biden,1075,46
Beacon/Shaw,2.8,-1.1,Florida,6/3/24,Donald Trump,1075,50
Beacon/Shaw,2.8,-1.1,Florida,6/3/24,Joe Biden,1075,40
Beacon/Shaw,2.8,-1.1,Florida,6/3/24,Donald Trump,1075,47
Beacon/Shaw,2.8,-1.1,Florida,6/3/24,Robert F. Kennedy,1075,7
Beacon/Shaw,2.8,-1.1,Florida,6/3/24,Cornel West,1075,2
Beacon/Shaw,2.8,-1.1,Florida,6/3/24,Jill Stein,1075,1
Beacon/Shaw,2.8,-1.1,Nevada,6/3/24,Joe Biden,1069,45
Beacon/Shaw,2.8,-1.1,Nevada,6/3/24,Donald Trump,1069,50
Beacon/Shaw,2.8,-1.1,Nevada,6/3/24,Joe Biden,1069,40
Beacon/Shaw,2.8,-1.1,Nevada,6/3/24,Donald Trump,1069,45
Beacon/Shaw,2.8,-1.1,Nevada,6/3/24,Robert F. Kennedy,1069,7
Beacon/Shaw,2.8,-1.1,Nevada,6/3/24,Cornel West,1069,2
Beacon/Shaw,2.8,-1.1,Nevada,6/3/24,Jill Stein,1069,2
Beacon/Shaw,2.8,-1.1,Arizona,6/3/24,Joe Biden,1095,46
Beacon/Shaw,2.8,-1.1,Arizona,6/3/24,Donald Trump,1095,51
Beacon/Shaw,2.8,-1.1,Arizona,6/3/24,Joe Biden,1095,41
Beacon/Shaw,2.8,-1.1,Arizona,6/3/24,Donald Trump,1095,46
Beacon/Shaw,2.8,-1.1,Arizona,6/3/24,Robert F. Kennedy,1095,8
Beacon/Shaw,2.8,-1.1,Arizona,6/3/24,Cornel West,1095,1
Beacon/Shaw,2.8,-1.1,Arizona,6/3/24,Jill Stein,1095,1
East Carolina University,2.6,-0.5,North Carolina,6/3/24,Joe Biden,1332,43
East Carolina University,2.6,-0.5,North Carolina,6/3/24,Donald Trump,1332,48
Quinnipiac,2.8,-0.5,Georgia,6/3/24,Joe Biden,1203,44
Quinnipiac,2.8,-0.5,Georgia,6/3/24,Donald Trump,1203,49
Quinnipiac,2.8,-0.5,Georgia,6/3/24,Joe Biden,1203,37
Quinnipiac,2.8,-0.5,Georgia,6/3/24,Donald Trump,1203,43
Quinnipiac,2.8,-0.5,Georgia,6/3/24,Robert F. Kennedy,1203,8
Quinnipiac,2.8,-0.5,Georgia,6/3/24,Cornel West,1203,3
Quinnipiac,2.8,-0.5,Georgia,6/3/24,Jill Stein,1203,2
Quinnipiac,2.8,-0.5,Georgia,6/3/24,Chase Oliver,1203,3
North Star Opinion Research,1.1,0.3,North Carolina,6/2/24,Joe Biden,600,41
North Star Opinion Research,1.1,0.3,North Carolina,6/2/24,Donald Trump,600,49
North Star Opinion Research,1.1,0.3,North Carolina,6/2/24,Joe Biden,600,32
North Star Opinion Research,1.1,0.3,North Carolina,6/2/24,Donald Trump,600,44
North Star Opinion Research,1.1,0.3,North Carolina,6/2/24,Robert F. Kennedy,600,9
North Star Opinion Research,1.1,0.3,North Carolina,6/2/24,Jill Stein,600,2
North Star Opinion Research,1.1,0.3,North Carolina,6/2/24,Cornel West,600,3
PPIC,2.5,-0.4,California,6/2/24,Joe Biden,1098,55
PPIC,2.5,-0.4,California,6/2/24,Donald Trump,1098,31
UMass Amherst/YouGov,2.4,-0.4,Massachusetts,5/30/24,Joe Biden,700,48
UMass Amherst/YouGov,2.4,-0.4,Massachusetts,5/30/24,Donald Trump,700,27
UMass Amherst/YouGov,2.4,-0.4,Massachusetts,5/30/24,Robert F. Kennedy,700,9
Emerson,2.9,-1.1,New York,5/29/24,Joe Biden,1000,44.1
Emerson,2.9,-1.1,New York,5/29/24,Donald Trump,1000,37.6
Emerson,2.9,-1.1,New York,5/29/24,Robert F. Kennedy,1000,5.7
Emerson,2.9,-1.1,New York,5/29/24,Cornel West,1000,1.5
Emerson,2.9,-1.1,New York,5/29/24,Jill Stein,1000,0.7
Emerson,2.9,-1.1,New York,5/29/24,Joe Biden,1000,55.2
Emerson,2.9,-1.1,New York,5/29/24,Donald Trump,1000,44.8
The Tyson Group,1.1,0.1,Nevada,5/25/24,Joe Biden,601,37
The Tyson Group,1.1,0.1,Nevada,5/25/24,Donald Trump,601,40
The Tyson Group,1.1,0.1,Nevada,5/25/24,Robert F. Kennedy,601,9
The Tyson Group,1.1,0.1,Nevada,5/25/24,Cornel West,601,2
The Tyson Group,1.1,0.1,Nevada,5/25/24,Jill Stein,601,1
The Tyson Group,1.1,0.1,Nevada,5/25/24,Joe Biden,601,44
The Tyson Group,1.1,0.1,Nevada,5/25/24,Donald Trump,601,47
Mitchell,2.4,-0.2,Michigan,5/21/24,Joe Biden,697,47
Mitchell,2.4,-0.2,Michigan,5/21/24,Donald Trump,697,49
Mitchell,2.4,-0.2,Michigan,5/21/24,Joe Biden,697,45
Mitchell,2.4,-0.2,Michigan,5/21/24,Donald Trump,697,46
Mitchell,2.4,-0.2,Michigan,5/21/24,Robert F. Kennedy,697,5
Mitchell,2.4,-0.2,Michigan,5/21/24,Jill Stein,697,1
Mitchell,2.4,-0.2,Michigan,5/21/24,Cornel West,697,1
P2 Insights,1.1,0.1,Arizona,5/21/24,Joe Biden,650,38
P2 Insights,1.1,0.1,Arizona,5/21/24,Donald Trump,650,41
P2 Insights,1.1,0.1,Arizona,5/21/24,Robert F. Kennedy,650,9
P2 Insights,1.1,0.1,Georgia,5/21/24,Joe Biden,650,39
P2 Insights,1.1,0.1,Georgia,5/21/24,Donald Trump,650,43
P2 Insights,1.1,0.1,Georgia,5/21/24,Robert F. Kennedy,650,7
P2 Insights,1.1,0.1,Michigan,5/21/24,Joe Biden,650,37
P2 Insights,1.1,0.1,Michigan,5/21/24,Donald Trump,650,45
P2 Insights,1.1,0.1,Michigan,5/21/24,Robert F. Kennedy,650,7
P2 Insights,1.1,0.1,Nevada,5/21/24,Joe Biden,650,40
P2 Insights,1.1,0.1,Nevada,5/21/24,Donald Trump,650,41
P2 Insights,1.1,0.1,Nevada,5/21/24,Robert F. Kennedy,650,9
P2 Insights,1.1,0.1,Wisconsin,5/21/24,Joe Biden,650,42
P2 Insights,1.1,0.1,Wisconsin,5/21/24,Donald Trump,650,44
P2 Insights,1.1,0.1,Wisconsin,5/21/24,Robert F. Kennedy,650,7
Roanoke College,2.6,-0.4,Virginia,5/21/24,Joe Biden,711,42
Roanoke College,2.6,-0.4,Virginia,5/21/24,Donald Trump,711,42
Roanoke College,2.6,-0.4,Virginia,5/21/24,Joe Biden,711,40
Roanoke College,2.6,-0.4,Virginia,5/21/24,Donald Trump,711,38
Roanoke College,2.6,-0.4,Virginia,5/21/24,Robert F. Kennedy,711,8
Roanoke College,2.6,-0.4,Virginia,5/21/24,Jill Stein,711,3
U. New Hampshire,2.6,-0.3,Massachusetts,5/20/24,Joe Biden,526,55
U. New Hampshire,2.6,-0.3,Massachusetts,5/20/24,Donald Trump,526,26
U. New Hampshire,2.6,-0.3,Massachusetts,5/20/24,Robert F. Kennedy,526,10
U. New Hampshire,2.6,-0.3,Massachusetts,5/20/24,Jill Stein,526,2
U. New Hampshire,2.6,-0.3,Massachusetts,5/20/24,Cornel West,526,1
U. New Hampshire,2.6,-0.3,Massachusetts,5/20/24,Joe Biden,526,68
U. New Hampshire,2.6,-0.3,Massachusetts,5/20/24,Donald Trump,526,32
U. New Hampshire,2.6,-0.3,Other,5/20/24,Joe Biden,538,52
U. New Hampshire,2.6,-0.3,Other,5/20/24,Donald Trump,538,33
U. New Hampshire,2.6,-0.3,Other,5/20/24,Robert F. Kennedy,538,6
U. New Hampshire,2.6,-0.3,Other,5/20/24,Jill Stein,538,0
U. New Hampshire,2.6,-0.3,Other,5/20/24,Cornel West,538,1
U. New Hampshire,2.6,-0.3,Other,5/20/24,Joe Biden,538,60
U. New Hampshire,2.6,-0.3,Other,5/20/24,Donald Trump,538,40
U. New Hampshire,2.6,-0.3,New Hampshire,5/20/24,Joe Biden,1140,44
U. New Hampshire,2.6,-0.3,New Hampshire,5/20/24,Donald Trump,1140,41
U. New Hampshire,2.6,-0.3,New Hampshire,5/20/24,Robert F. Kennedy,1140,3
U. New Hampshire,2.6,-0.3,New Hampshire,5/20/24,Jill Stein,1140,2
U. New Hampshire,2.6,-0.3,New Hampshire,5/20/24,Cornel West,1140,1
U. New Hampshire,2.6,-0.3,New Hampshire,5/20/24,Joe Biden,1140,52
U. New Hampshire,2.6,-0.3,New Hampshire,5/20/24,Donald Trump,1140,48
Praecones Analytica,2,0,New Hampshire,5/20/24,Joe Biden,862,36.5
Praecones Analytica,2,0,New Hampshire,5/20/24,Donald Trump,862,36.6
Praecones Analytica,2,0,New Hampshire,5/20/24,Robert F. Kennedy,862,14.6
KAConsulting LLC,1.5,-0.1,Michigan,5/19/24,Joe Biden,600,44
KAConsulting LLC,1.5,-0.1,Michigan,5/19/24,Donald Trump,600,45
KAConsulting LLC,1.5,-0.1,Michigan,5/19/24,Joe Biden,600,41
KAConsulting LLC,1.5,-0.1,Michigan,5/19/24,Donald Trump,600,42
KAConsulting LLC,1.5,-0.1,Michigan,5/19/24,Robert F. Kennedy,600,7
KAConsulting LLC,1.5,-0.1,Michigan,5/19/24,Cornel West,600,2
KAConsulting LLC,1.5,-0.1,Michigan,5/19/24,Lars Mapstead,600,1
KAConsulting LLC,1.5,-0.1,Michigan,5/19/24,Jill Stein,600,1
KAConsulting LLC,1.5,-0.1,Pennsylvania,5/19/24,Joe Biden,600,44
KAConsulting LLC,1.5,-0.1,Pennsylvania,5/19/24,Donald Trump,600,44
KAConsulting LLC,1.5,-0.1,Pennsylvania,5/19/24,Joe Biden,600,39
KAConsulting LLC,1.5,-0.1,Pennsylvania,5/19/24,Donald Trump,600,41
KAConsulting LLC,1.5,-0.1,Pennsylvania,5/19/24,Robert F. Kennedy,600,9
KAConsulting LLC,1.5,-0.1,Pennsylvania,5/19/24,Cornel West,600,1
KAConsulting LLC,1.5,-0.1,Pennsylvania,5/19/24,Lars Mapstead,600,1
KAConsulting LLC,1.5,-0.1,Pennsylvania,5/19/24,Jill Stein,600,3
KAConsulting LLC,1.5,-0.1,Wisconsin,5/19/24,Joe Biden,600,45
KAConsulting LLC,1.5,-0.1,Wisconsin,5/19/24,Donald Trump,600,45
KAConsulting LLC,1.5,-0.1,Wisconsin,5/19/24,Joe Biden,600,42
KAConsulting LLC,1.5,-0.1,Wisconsin,5/19/24,Donald Trump,600,42
KAConsulting LLC,1.5,-0.1,Wisconsin,5/19/24,Robert F. Kennedy,600,7
KAConsulting LLC,1.5,-0.1,Wisconsin,5/19/24,Cornel West,600,1
KAConsulting LLC,1.5,-0.1,Wisconsin,5/19/24,Lars Mapstead,600,1
KAConsulting LLC,1.5,-0.1,Wisconsin,5/19/24,Jill Stein,600,2
Change Research,1.4,0.6,North Carolina,5/18/24,Joe Biden,835,43
Change Research,1.4,0.6,North Carolina,5/18/24,Donald Trump,835,45
Change Research,1.4,0.6,North Carolina,5/18/24,Joe Biden,835,38
Change Research,1.4,0.6,North Carolina,5/18/24,Donald Trump,835,41
Change Research,1.4,0.6,North Carolina,5/18/24,Robert F. Kennedy,835,11
PPP,1.4,0,Other,5/16/24,Joe Biden,615,55
PPP,1.4,0,Other,5/16/24,Donald Trump,615,39
Elway,1.9,-0.2,Other,5/16/24,Joe Biden,403,42
Elway,1.9,-0.2,Other,5/16/24,Donald Trump,403,34
YouGov,3,-1.1,Florida,5/16/24,Joe Biden,1181,45
YouGov,3,-1.1,Florida,5/16/24,Donald Trump,1181,54
YouGov,3,-1.1,Florida,5/16/24,Joe Biden,1174,36
YouGov,3,-1.1,Florida,5/16/24,Donald Trump,1174,49
YouGov,3,-1.1,Florida,5/16/24,Jill Stein,1174,3
YouGov,3,-1.1,Arizona,5/16/24,Joe Biden,1193,47
YouGov,3,-1.1,Arizona,5/16/24,Donald Trump,1193,52
YouGov,3,-1.1,Arizona,5/16/24,Joe Biden,1192,40
YouGov,3,-1.1,Arizona,5/16/24,Donald Trump,1192,44
YouGov,3,-1.1,Arizona,5/16/24,Jill Stein,1192,5
Siena,2.7,-0.8,New York,5/15/24,Joe Biden,1191,47
Siena,2.7,-0.8,New York,5/15/24,Donald Trump,1191,38
Noble Predictive Insights,2.4,-0.4,Arizona,5/14/24,Joe Biden,1003,41
Noble Predictive Insights,2.4,-0.4,Arizona,5/14/24,Donald Trump,1003,44
Noble Predictive Insights,2.4,-0.4,Arizona,5/14/24,Joe Biden,1003,36
Noble Predictive Insights,2.4,-0.4,Arizona,5/14/24,Donald Trump,1003,43
Noble Predictive Insights,2.4,-0.4,Arizona,5/14/24,Robert F. Kennedy,1003,8
Noble Predictive Insights,2.4,-0.4,Arizona,5/14/24,Cornel West,1003,1
Noble Predictive Insights,2.4,-0.4,Arizona,5/14/24,Jill Stein,1003,2
University of Massachusetts Lowell/YouGov,2.9,-1,New Hampshire,5/14/24,Joe Biden,600,42
University of Massachusetts Lowell/YouGov,2.9,-1,New Hampshire,5/14/24,Donald Trump,600,36
University of Massachusetts Lowell/YouGov,2.9,-1,New Hampshire,5/14/24,Robert F. Kennedy,600,11
Mason-Dixon,2.6,-1.1,Other,5/13/24,Joe Biden,500,31.4
Mason-Dixon,2.6,-1.1,Other,5/13/24,Donald Trump,500,50
Mason-Dixon,2.6,-1.1,Other,5/13/24,Robert F. Kennedy,500,11.2
Morning Consult,1.9,-0.3,Nevada,5/13/24,Joe Biden,459,39
Morning Consult,1.9,-0.3,Nevada,5/13/24,Donald Trump,459,44
Morning Consult,1.9,-0.3,Nevada,5/13/24,Robert F. Kennedy,459,7
Morning Consult,1.9,-0.3,Nevada,5/13/24,Cornel West,459,2
Morning Consult,1.9,-0.3,Nevada,5/13/24,Jill Stein,459,1
Morning Consult,1.9,-0.3,Nevada,5/13/24,Joe Biden,459,47
Morning Consult,1.9,-0.3,Nevada,5/13/24,Donald Trump,459,47
Morning Consult,1.9,-0.3,Nevada,5/13/24,Kamala Harris,459,44
Morning Consult,1.9,-0.3,Nevada,5/13/24,Donald Trump,459,47
Morning Consult,1.9,-0.3,Wisconsin,5/13/24,Joe Biden,693,42
Morning Consult,1.9,-0.3,Wisconsin,5/13/24,Donald Trump,693,43
Morning Consult,1.9,-0.3,Wisconsin,5/13/24,Robert F. Kennedy,693,6
Morning Consult,1.9,-0.3,Wisconsin,5/13/24,Cornel West,693,1
Morning Consult,1.9,-0.3,Wisconsin,5/13/24,Jill Stein,693,1
Morning Consult,1.9,-0.3,Wisconsin,5/13/24,Joe Biden,693,46
Morning Consult,1.9,-0.3,Wisconsin,5/13/24,Donald Trump,693,47
Morning Consult,1.9,-0.3,Wisconsin,5/13/24,Kamala Harris,693,41
Morning Consult,1.9,-0.3,Wisconsin,5/13/24,Donald Trump,693,49
Morning Consult,1.9,-0.3,Arizona,5/12/24,Joe Biden,795,40
Morning Consult,1.9,-0.3,Arizona,5/12/24,Donald Trump,795,45
Morning Consult,1.9,-0.3,Arizona,5/12/24,Robert F. Kennedy,795,7
Morning Consult,1.9,-0.3,Arizona,5/12/24,Cornel West,795,1
Morning Consult,1.9,-0.3,Arizona,5/12/24,Jill Stein,795,2
Morning Consult,1.9,-0.3,Arizona,5/12/24,Joe Biden,795,44
Morning Consult,1.9,-0.3,Arizona,5/12/24,Donald Trump,795,49
Morning Consult,1.9,-0.3,Arizona,5/12/24,Kamala Harris,795,42
Morning Consult,1.9,-0.3,Arizona,5/12/24,Donald Trump,795,51
Morning Consult,1.9,-0.3,Georgia,5/12/24,Joe Biden,795,39
Morning Consult,1.9,-0.3,Georgia,5/12/24,Donald Trump,795,44
Morning Consult,1.9,-0.3,Georgia,5/12/24,Robert F. Kennedy,795,8
Morning Consult,1.9,-0.3,Georgia,5/12/24,Cornel West,795,1
Morning Consult,1.9,-0.3,Georgia,5/12/24,Jill Stein,795,1
Morning Consult,1.9,-0.3,Georgia,5/12/24,Joe Biden,795,44
Morning Consult,1.9,-0.3,Georgia,5/12/24,Donald Trump,795,47
Morning Consult,1.9,-0.3,Georgia,5/12/24,Kamala Harris,795,41
Morning Consult,1.9,-0.3,Georgia,5/12/24,Donald Trump,795,49
Morning Consult,1.9,-0.3,Michigan,5/12/24,Joe Biden,704,42
Morning Consult,1.9,-0.3,Michigan,5/12/24,Donald Trump,704,40
Morning Consult,1.9,-0.3,Michigan,5/12/24,Robert F. Kennedy,704,7
Morning Consult,1.9,-0.3,Michigan,5/12/24,Cornel West,704,1
Morning Consult,1.9,-0.3,Michigan,5/12/24,Jill Stein,704,2
Morning Consult,1.9,-0.3,Michigan,5/12/24,Joe Biden,704,46
Morning Consult,1.9,-0.3,Michigan,5/12/24,Donald Trump,704,45
Morning Consult,1.9,-0.3,Michigan,5/12/24,Kamala Harris,704,44
Morning Consult,1.9,-0.3,Michigan,5/12/24,Donald Trump,704,47
Morning Consult,1.9,-0.3,North Carolina,5/12/24,Joe Biden,704,38
Morning Consult,1.9,-0.3,North Carolina,5/12/24,Donald Trump,704,46
Morning Consult,1.9,-0.3,North Carolina,5/12/24,Robert F. Kennedy,704,7
Morning Consult,1.9,-0.3,North Carolina,5/12/24,Cornel West,704,1
Morning Consult,1.9,-0.3,North Carolina,5/12/24,Jill Stein,704,1
Morning Consult,1.9,-0.3,North Carolina,5/12/24,Joe Biden,704,42
Morning Consult,1.9,-0.3,North Carolina,5/12/24,Donald Trump,704,49
Morning Consult,1.9,-0.3,North Carolina,5/12/24,Kamala Harris,704,40
Morning Consult,1.9,-0.3,North Carolina,5/12/24,Donald Trump,704,50
Morning Consult,1.9,-0.3,Pennsylvania,5/12/24,Joe Biden,812,42
Morning Consult,1.9,-0.3,Pennsylvania,5/12/24,Donald Trump,812,45
Morning Consult,1.9,-0.3,Pennsylvania,5/12/24,Robert F. Kennedy,812,7
Morning Consult,1.9,-0.3,Pennsylvania,5/12/24,Cornel West,812,2
Morning Consult,1.9,-0.3,Pennsylvania,5/12/24,Jill Stein,812,1
Morning Consult,1.9,-0.3,Pennsylvania,5/12/24,Joe Biden,812,46
Morning Consult,1.9,-0.3,Pennsylvania,5/12/24,Donald Trump,812,48
Morning Consult,1.9,-0.3,Pennsylvania,5/12/24,Kamala Harris,812,43
Morning Consult,1.9,-0.3,Pennsylvania,5/12/24,Donald Trump,812,50
SurveyUSA,2.8,-1.3,Minnesota,5/11/24,Joe Biden,625,44
SurveyUSA,2.8,-1.3,Minnesota,5/11/24,Donald Trump,625,42
High Point University,2.5,-0.4,North Carolina,5/9/24,Joe Biden,1002,38
High Point University,2.5,-0.4,North Carolina,5/9/24,Donald Trump,1002,43
High Point University,2.5,-0.4,North Carolina,5/9/24,Joe Biden,804,42
High Point University,2.5,-0.4,North Carolina,5/9/24,Donald Trump,804,44
Siena/NYT,3,-1.5,Arizona,5/9/24,Joe Biden,626,33
Siena/NYT,3,-1.5,Arizona,5/9/24,Donald Trump,626,42
Siena/NYT,3,-1.5,Arizona,5/9/24,Robert F. Kennedy,626,10
Siena/NYT,3,-1.5,Arizona,5/9/24,Jill Stein,626,2
Siena/NYT,3,-1.5,Arizona,5/9/24,Cornel West,626,0
Siena/NYT,3,-1.5,Arizona,5/9/24,Lars Mapstead,626,1
Siena/NYT,3,-1.5,Arizona,5/9/24,Joe Biden,626,42
Siena/NYT,3,-1.5,Arizona,5/9/24,Donald Trump,626,49
Siena/NYT,3,-1.5,Arizona,5/9/24,Joe Biden,626,35
Siena/NYT,3,-1.5,Arizona,5/9/24,Donald Trump,626,44
Siena/NYT,3,-1.5,Arizona,5/9/24,Robert F. Kennedy,626,8
Siena/NYT,3,-1.5,Arizona,5/9/24,Jill Stein,626,2
Siena/NYT,3,-1.5,Arizona,5/9/24,Cornel West,626,0
Siena/NYT,3,-1.5,Arizona,5/9/24,Lars Mapstead,626,1
Siena/NYT,3,-1.5,Arizona,5/9/24,Joe Biden,626,43
Siena/NYT,3,-1.5,Arizona,5/9/24,Donald Trump,626,49
Siena/NYT,3,-1.5,Georgia,5/9/24,Joe Biden,604,31
Siena/NYT,3,-1.5,Georgia,5/9/24,Donald Trump,604,39
Siena/NYT,3,-1.5,Georgia,5/9/24,Robert F. Kennedy,604,9
Siena/NYT,3,-1.5,Georgia,5/9/24,Jill Stein,604,1
Siena/NYT,3,-1.5,Georgia,5/9/24,Cornel West,604,0
Siena/NYT,3,-1.5,Georgia,5/9/24,Lars Mapstead,604,1
Siena/NYT,3,-1.5,Georgia,5/9/24,Joe Biden,604,39
Siena/NYT,3,-1.5,Georgia,5/9/24,Donald Trump,604,49
Siena/NYT,3,-1.5,Georgia,5/9/24,Joe Biden,604,34
Siena/NYT,3,-1.5,Georgia,5/9/24,Donald Trump,604,42
Siena/NYT,3,-1.5,Georgia,5/9/24,Robert F. Kennedy,604,8
Siena/NYT,3,-1.5,Georgia,5/9/24,Jill Stein,604,0
Siena/NYT,3,-1.5,Georgia,5/9/24,Cornel West,604,0
Siena/NYT,3,-1.5,Georgia,5/9/24,Lars Mapstead,604,2
Siena/NYT,3,-1.5,Georgia,5/9/24,Joe Biden,604,41
Siena/NYT,3,-1.5,Georgia,5/9/24,Donald Trump,604,50
Siena/NYT,3,-1.5,Michigan,5/9/24,Joe Biden,616,36
Siena/NYT,3,-1.5,Michigan,5/9/24,Donald Trump,616,38
Siena/NYT,3,-1.5,Michigan,5/9/24,Robert F. Kennedy,616,9
Siena/NYT,3,-1.5,Michigan,5/9/24,Jill Stein,616,1
Siena/NYT,3,-1.5,Michigan,5/9/24,Cornel West,616,0
Siena/NYT,3,-1.5,Michigan,5/9/24,Lars Mapstead,616,1
Siena/NYT,3,-1.5,Michigan,5/9/24,Joe Biden,616,42
Siena/NYT,3,-1.5,Michigan,5/9/24,Donald Trump,616,49
Siena/NYT,3,-1.5,Michigan,5/9/24,Joe Biden,616,42
Siena/NYT,3,-1.5,Michigan,5/9/24,Donald Trump,616,39
Siena/NYT,3,-1.5,Michigan,5/9/24,Robert F. Kennedy,616,7
Siena/NYT,3,-1.5,Michigan,5/9/24,Jill Stein,616,1
Siena/NYT,3,-1.5,Michigan,5/9/24,Cornel West,616,0
Siena/NYT,3,-1.5,Michigan,5/9/24,Lars Mapstead,616,1
Siena/NYT,3,-1.5,Michigan,5/9/24,Joe Biden,616,47
Siena/NYT,3,-1.5,Michigan,5/9/24,Donald Trump,616,46
Siena/NYT,3,-1.5,Nevada,5/9/24,Joe Biden,614,27
Siena/NYT,3,-1.5,Nevada,5/9/24,Donald Trump,614,41
Siena/NYT,3,-1.5,Nevada,5/9/24,Robert F. Kennedy,614,12
Siena/NYT,3,-1.5,Nevada,5/9/24,Jill Stein,614,2
Siena/NYT,3,-1.5,Nevada,5/9/24,Cornel West,614,0
Siena/NYT,3,-1.5,Nevada,5/9/24,Lars Mapstead,614,2
Siena/NYT,3,-1.5,Nevada,5/9/24,Joe Biden,614,38
Siena/NYT,3,-1.5,Nevada,5/9/24,Donald Trump,614,50
Siena/NYT,3,-1.5,Nevada,5/9/24,Joe Biden,614,30
Siena/NYT,3,-1.5,Nevada,5/9/24,Donald Trump,614,44
Siena/NYT,3,-1.5,Nevada,5/9/24,Robert F. Kennedy,614,11
Siena/NYT,3,-1.5,Nevada,5/9/24,Jill Stein,614,1
Siena/NYT,3,-1.5,Nevada,5/9/24,Cornel West,614,0
Siena/NYT,3,-1.5,Nevada,5/9/24,Lars Mapstead,614,2
Siena/NYT,3,-1.5,Nevada,5/9/24,Joe Biden,614,38
Siena/NYT,3,-1.5,Nevada,5/9/24,Donald Trump,614,51
Siena/NYT,3,-1.5,Pennsylvania,5/9/24,Joe Biden,1023,36
Siena/NYT,3,-1.5,Pennsylvania,5/9/24,Donald Trump,1023,40
Siena/NYT,3,-1.5,Pennsylvania,5/9/24,Robert F. Kennedy,1023,10
Siena/NYT,3,-1.5,Pennsylvania,5/9/24,Jill Stein,1023,1
Siena/NYT,3,-1.5,Pennsylvania,5/9/24,Cornel West,1023,0
Siena/NYT,3,-1.5,Pennsylvania,5/9/24,Lars Mapstead,1023,0
Siena/NYT,3,-1.5,Pennsylvania,5/9/24,Joe Biden,1023,44
Siena/NYT,3,-1.5,Pennsylvania,5/9/24,Donald Trump,1023,47
Siena/NYT,3,-1.5,Pennsylvania,5/9/24,Joe Biden,1023,37
Siena/NYT,3,-1.5,Pennsylvania,5/9/24,Donald Trump,1023,41
Siena/NYT,3,-1.5,Pennsylvania,5/9/24,Robert F. Kennedy,1023,9
Siena/NYT,3,-1.5,Pennsylvania,5/9/24,Jill Stein,1023,1
Siena/NYT,3,-1.5,Pennsylvania,5/9/24,Cornel West,1023,0
Siena/NYT,3,-1.5,Pennsylvania,5/9/24,Lars Mapstead,1023,0
Siena/NYT,3,-1.5,Pennsylvania,5/9/24,Joe Biden,1023,45
Siena/NYT,3,-1.5,Pennsylvania,5/9/24,Donald Trump,1023,48
Siena/NYT,3,-1.5,Wisconsin,5/9/24,Joe Biden,614,38
Siena/NYT,3,-1.5,Wisconsin,5/9/24,Donald Trump,614,38
Siena/NYT,3,-1.5,Wisconsin,5/9/24,Robert F. Kennedy,614,9
Siena/NYT,3,-1.5,Wisconsin,5/9/24,Jill Stein,614,1
Siena/NYT,3,-1.5,Wisconsin,5/9/24,Cornel West,614,0
Siena/NYT,3,-1.5,Wisconsin,5/9/24,Lars Mapstead,614,0
Siena/NYT,3,-1.5,Wisconsin,5/9/24,Joe Biden,614,47
Siena/NYT,3,-1.5,Wisconsin,5/9/24,Donald Trump,614,45
Siena/NYT,3,-1.5,Wisconsin,5/9/24,Joe Biden,614,39
Siena/NYT,3,-1.5,Wisconsin,5/9/24,Donald Trump,614,40
Siena/NYT,3,-1.5,Wisconsin,5/9/24,Robert F. Kennedy,614,8
Siena/NYT,3,-1.5,Wisconsin,5/9/24,Jill Stein,614,0
Siena/NYT,3,-1.5,Wisconsin,5/9/24,Cornel West,614,0
Siena/NYT,3,-1.5,Wisconsin,5/9/24,Lars Mapstead,614,0
Siena/NYT,3,-1.5,Wisconsin,5/9/24,Joe Biden,614,46
Siena/NYT,3,-1.5,Wisconsin,5/9/24,Donald Trump,614,47
SSRS,2.4,-0.2,Tennessee,5/9/24,Joe Biden,501,29
SSRS,2.4,-0.2,Tennessee,5/9/24,Donald Trump,501,47
SSRS,2.4,-0.2,Tennessee,5/9/24,Robert F. Kennedy,501,8
Emerson,2.9,-1.1,Maryland,5/8/24,Joe Biden,1115,56
